,County,State,Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,No Preference.Number of Votes,No Preference.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Percent of Votes,2014 Population,2010 Population,Population Percent Change,Percent Under 5 Years,Percent Under 18 Years,Percent 65 and Older,Percent Female,Percent White,Percent Black or African American,Percent American Indian and Alaska Native,Percent Asian,Percent Native Hawaiian and Other Pacific Islander,Percent Two or More Races,Percent Hispanic or Latino,"Percent White, not Hispanic or Latino",Veterans,Percent Foreign Born,Percent High School or Higher,Percent Bachelor's Degree or Higher,Housing Units,Percent Housing Units in Multi-Unit Structures,Homeownership Rate,Median Value of Owner-Occupied Units,Building Permits,Households,Persons per Household,Percent Living in Same House +1 Years,Percent Language Other than English at Home,Mean Travel Time to Work,Median Household Income,Per Capita Income,Percent Below Poverty Level,Accommodation and Food Services Sales,Manufacturers Shipments,Merchant Wholesaler Sales,Retail Sales,Retail Sales per Capita,Population per Square Mile,Land Area,Democratic,Republic,Party
1881,Pitkin,CO,0,Republican,0.0,421,Democrat,54.7,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,349,Democrat,45.3,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,0.0,0,0.0,17626,17148,2.8,3.7,16.3,15.6,47.6,95.7,0.8,0.5,1.4,0.1,1.5,9.9,86.5,950,12.2,96.0,56.8,13039,38.8,68.7,611200,98,7507,2.27,84.2,16.5,17.0,72745,51814,10.1,2708,0,646,3995,26461,17.7,970.7,770,0,1
1882,Deaf Smith,TX,98,Republican,5.1,86,Democrat,29.2,0,Republican,0.0,0,Republican,0.0,424,Republican,21.9,200,Democrat,67.8,0,Republican,0.0,75,Republican,3.9,301,Republican,15.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,993,Republican,51.3,0,0.0,0,0.0,19195,19372,-0.9,9.1,31.9,11.9,50.4,94.7,2.0,1.7,0.6,0.1,1.0,70.6,27.0,690,16.7,69.5,15.6,7061,13.3,65.3,80200,10,6191,3.07,87.2,51.6,15.1,41444,17532,18.9,172,4707,0,2242,12227,12.9,1496.87,286,1891,0
1883,Anson,NC,0,Republican,0.0,914,Democrat,26.2,0,Republican,0.0,0,Republican,0.0,612,Republican,50.0,2307,Democrat,66.1,0,Republican,0.0,72,Republican,5.9,64,Republican,5.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,443,Republican,36.2,0,0.0,0,0.0,25765,26948,-4.4,4.9,20.4,16.4,48.2,48.1,48.6,0.8,1.1,0.1,1.3,3.5,45.5,1993,3.0,76.3,10.2,11514,5.5,68.6,79400,33,9686,2.52,86.0,4.9,24.8,33870,16752,24.2,0,0,1534,1800,7145,50.7,531.45,3221,1191,1
1884,Hendry,FL,0,Republican,0.0,647,Democrat,33.9,0,Republican,0.0,0,Republican,0.0,1290,Republican,48.8,1156,Democrat,60.6,0,Republican,0.0,69,Republican,2.6,645,Republican,24.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,552,Republican,20.9,0,0.0,0,0.0,38505,39140,-1.6,7.7,28.1,12.7,48.0,82.0,13.2,2.2,1.3,0.2,1.1,50.9,33.9,1820,24.9,64.4,9.9,14376,8.2,69.6,81400,24,11223,3.15,83.4,44.8,27.5,35425,16133,26.7,373,0,2120,3456,8774,34.0,1152.75,1803,2556,0
1885,Washington,IN,0,Republican,0.0,932,Democrat,48.3,0,Republican,0.0,0,Republican,0.0,3156,Republican,62.2,999,Democrat,51.7,0,Republican,0.0,206,Republican,4.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1542,Republican,30.4,0,0.0,0,0.0,27878,28262,-1.4,5.7,23.6,15.4,50.1,98.1,0.4,0.2,0.3,0.0,0.9,1.4,96.9,2041,0.7,80.1,11.9,12192,5.3,80.3,101500,32,10631,2.61,88.6,2.3,29.6,41986,21370,15.1,0,2483,162,1907,6844,55.0,513.73,1931,4904,0
1886,Summers,WV,0,Republican,0.0,1060,Democrat,51.0,0,Republican,0.0,0,Republican,0.0,942,Republican,73.0,779,Democrat,37.5,0,Republican,0.0,63,Republican,4.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,156,Republican,12.1,0,0.0,0,0.0,13417,13927,-3.7,4.1,17.1,21.1,55.2,92.6,5.2,0.3,0.3,0.0,1.5,1.8,91.2,1316,0.2,78.6,12.7,7673,5.3,79.6,79600,16,5350,2.36,85.4,3.6,32.3,33784,17416,19.0,91,0,0,537,4070,38.6,360.46,1839,1161,1
1887,Clinton,NY,0,Republican,0.0,4301,Democrat,73.5,0,Republican,0.0,0,Republican,0.0,2364,Republican,54.5,1550,Democrat,26.5,0,Republican,0.0,1300,Republican,30.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,674,Republican,15.5,0,0.0,0,0.0,81632,82128,-0.6,4.8,18.3,15.2,48.6,92.2,4.5,0.4,1.4,0.0,1.5,2.8,90.1,7457,4.8,84.6,22.1,35930,23.2,67.7,122900,140,31901,2.32,84.1,6.1,20.2,50282,24676,14.5,1266,15998,6793,11950,14598,79.1,1037.85,5851,4338,1
1888,Colfax,NM,0,Republican,0.0,740,Democrat,43.8,0,Republican,0.0,0,Republican,0.0,568,Republican,69.6,949,Democrat,56.2,0,Republican,0.0,61,Republican,7.5,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,110,Republican,13.5,0,0.0,0,0.0,12680,13750,-7.8,4.8,19.0,23.7,49.1,93.6,0.9,2.6,0.5,0.2,2.1,49.0,47.5,1390,4.4,86.6,19.8,10062,12.4,67.9,117100,13,5574,2.33,84.9,21.5,14.5,37734,21387,17.7,568,0,451,1587,12049,3.7,3758.06,1689,739,1
1889,Seneca,NY,0,Republican,0.0,1164,Democrat,52.8,0,Republican,0.0,0,Republican,0.0,1516,Republican,53.6,1042,Democrat,47.2,0,Republican,0.0,819,Republican,29.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,491,Republican,17.4,0,0.0,0,0.0,34884,35251,-1.0,5.1,20.1,17.4,47.8,92.0,5.4,0.4,0.8,0.0,1.5,3.1,89.5,3008,2.0,84.8,19.2,16213,14.1,74.5,94400,28,13429,2.4,85.0,6.5,23.3,47618,23115,12.3,329,4280,0,4262,12435,108.9,323.71,2206,2826,0
1890,Edgecombe,NC,0,Republican,0.0,2058,Democrat,22.7,0,Republican,0.0,0,Republican,0.0,1160,Republican,45.4,6411,Democrat,70.8,0,Republican,0.0,101,Republican,4.0,141,Republican,5.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1081,Republican,42.3,0,0.0,0,0.0,54933,56552,-2.9,6.4,23.2,16.9,53.6,40.1,57.7,0.7,0.3,0.2,1.1,4.2,37.0,3909,2.5,79.5,10.5,24673,14.4,62.9,80600,31,21021,2.6,85.7,3.9,21.6,33960,16971,25.2,363,12268,0,3247,6204,111.9,505.34,8469,2483,1
1891,Lander,NV,20,Republican,4.8,48,Democrat,69.6,0,Republican,0.0,0,Republican,0.0,165,Republican,39.8,20,Democrat,29.0,0,Republican,0.0,9,Republican,2.2,72,Republican,17.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,148,Republican,35.7,0,0.0,0,0.0,6009,5775,4.1,8.1,26.8,13.2,49.0,90.4,0.9,5.6,0.9,0.0,2.1,23.9,69.5,530,11.2,81.1,12.0,2628,2.7,78.5,103300,7,2010,2.87,81.2,19.6,28.1,72742,29800,9.3,53,0,0,549,10812,1.1,5490.11,68,414,0
1892,Worth,GA,220,Republican,6.4,166,Democrat,19.3,0,Republican,0.0,0,Republican,0.0,1890,Republican,55.2,684,Democrat,79.4,0,Republican,0.0,91,Republican,2.7,325,Republican,9.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,833,Republican,24.3,0,0.0,0,0.0,20940,21679,-3.4,6.0,22.7,16.9,52.0,69.2,28.9,0.4,0.5,0.1,1.0,2.1,67.6,1811,1.7,71.4,8.1,9196,6.2,74.1,75400,13,7851,2.74,87.2,2.5,26.8,35792,18551,20.2,65,0,1163,1322,6203,38.0,570.7,850,3359,0
1893,Williamson,TX,2760,Republican,4.1,14501,Democrat,46.7,0,Republican,0.0,0,Republican,0.0,17318,Republican,25.7,16374,Democrat,52.7,0,Republican,0.0,3809,Republican,5.7,14716,Republican,21.9,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,23880,Republican,35.5,0,0.0,0,0.0,489250,422679,15.8,6.8,27.1,10.9,50.9,83.6,6.8,0.9,6.0,0.1,2.6,23.9,61.7,33319,10.9,92.0,38.0,175677,20.3,68.6,178900,4706,154948,2.82,81.3,20.7,26.0,71803,31070,7.0,5836,16476,15251,99180,26573,378.0,1118.3,30875,62483,0
1894,Motley,TX,8,Republican,1.8,6,Democrat,31.6,0,Republican,0.0,0,Republican,0.0,137,Republican,30.1,13,Democrat,68.4,0,Republican,0.0,9,Republican,2.0,42,Republican,9.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,239,Republican,52.5,0,0.0,0,0.0,1153,1210,-4.7,3.7,19.9,28.4,48.4,95.1,2.1,1.7,0.9,0.0,0.2,16.5,79.9,74,2.5,86.8,18.1,779,3.0,66.3,59800,0,433,2.73,83.5,10.5,17.8,35845,18828,25.5,3,0,0,52,4085,1.2,989.56,19,435,0
1895,Essex,MA,17,Republican,2.6,429,Democrat,54.6,0,Republican,0.0,0,Republican,0.0,284,Republican,43.1,354,Democrat,45.0,0,Republican,0.0,154,Republican,23.4,130,Republican,19.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,47,Republican,7.1,1,0.1,0,0.0,769091,743159,3.5,5.7,22.0,15.6,51.8,86.6,6.3,0.8,3.8,0.1,2.3,18.6,73.3,43065,14.9,89.0,36.6,307765,43.1,63.4,349400,1357,286008,2.56,87.7,24.0,28.0,67311,35167,11.2,13014,174886,124057,98221,13399,1508.8,492.56,783,632,1
1896,Andrews,TX,201,Republican,6.9,38,Democrat,33.0,0,Republican,0.0,0,Republican,0.0,716,Republican,24.7,76,Democrat,66.1,0,Republican,0.0,39,Republican,1.3,402,Republican,13.9,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1349,Republican,46.5,0,0.0,0,0.0,17477,14786,18.2,9.3,30.6,9.9,48.9,93.9,2.2,1.5,0.9,0.0,1.4,54.6,41.6,972,14.4,73.6,14.2,6041,5.3,78.1,88600,155,5217,2.97,85.2,40.5,23.2,57825,27429,12.5,149,0,0,983,7480,9.9,1500.71,114,2707,0
1897,Ravalli,MT,0,Republican,0.0,2133,Democrat,52.0,0,Republican,0.0,0,Republican,0.0,6281,Republican,70.5,1855,Democrat,45.2,0,Republican,0.0,636,Republican,7.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1125,Republican,12.6,0,0.0,0,0.0,41030,40212,2.0,4.8,20.3,23.1,50.3,95.7,0.5,1.1,0.7,0.1,1.9,3.3,92.9,4460,2.1,92.1,24.5,19553,9.5,72.9,233700,15,16848,2.37,85.0,3.8,26.1,38688,22872,16.8,364,1302,1649,3447,8556,16.8,2390.82,3988,8042,0
1898,Hughes,SD,0,Republican,0.0,489,Democrat,48.1,0,Republican,0.0,0,Republican,0.0,1606,Republican,62.7,528,Democrat,51.9,0,Republican,0.0,601,Republican,23.5,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,355,Republican,13.9,0,0.0,0,0.0,17642,17022,3.6,7.0,23.8,15.1,51.0,84.9,1.0,11.0,0.7,0.0,2.4,2.8,83.3,1316,1.1,92.3,32.0,7791,23.4,67.4,160900,118,6992,2.33,80.3,5.3,10.4,59338,30284,11.4,350,0,2500,2623,15487,23.0,741.56,1017,2562,0
1899,Bernalillo,NM,0,Republican,0.0,38247,Democrat,50.9,0,Republican,0.0,0,Republican,0.0,21184,Republican,67.8,36937,Democrat,49.1,0,Republican,0.0,3230,Republican,10.3,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,3978,Republican,12.7,0,0.0,0,0.0,675551,662564,2.0,6.3,22.9,14.2,51.0,84.9,3.4,5.8,2.7,0.2,3.0,49.0,40.2,55419,10.9,87.4,32.1,288400,24.5,63.2,186800,1525,263135,2.5,83.8,31.0,21.6,48801,26814,18.0,13980,0,61349,93961,14942,570.8,1160.83,75184,28392,1
1900,Crittenden,KY,0,Republican,0.0,344,Democrat,51.0,0,Republican,0.0,0,Republican,0.0,314,Republican,40.0,240,Democrat,35.6,0,Republican,0.0,71,Republican,9.0,112,Republican,14.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,272,Republican,34.6,0,0.0,0,0.0,9224,9315,-1.0,5.7,22.7,19.3,49.5,97.4,1.0,0.4,0.2,0.1,1.0,0.9,96.5,848,0.6,79.0,11.4,4553,4.1,78.5,72500,1,3794,2.41,87.2,7.6,27.1,34261,21375,20.8,50,0,94,534,5873,25.9,359.95,584,769,0
1901,Logan,CO,0,Republican,0.0,70,Democrat,46.7,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,77,Democrat,51.3,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,0.0,0,0.0,22524,22709,-0.8,5.0,18.8,15.7,43.5,91.6,4.3,1.6,0.9,0.1,1.5,16.1,76.9,1999,5.7,88.7,15.8,8952,12.0,69.4,119800,19,8015,2.68,80.7,10.5,17.1,40415,22581,17.6,232,0,0,2812,13454,12.4,1838.55,147,0,1
1902,Perry,IN,0,Republican,0.0,1114,Democrat,45.1,0,Republican,0.0,0,Republican,0.0,1642,Republican,66.1,1358,Democrat,54.9,0,Republican,0.0,166,Republican,6.7,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,606,Republican,24.4,0,0.0,0,0.0,19454,19338,0.6,5.5,20.9,16.6,46.2,95.5,2.9,0.3,0.5,0.0,0.8,1.3,94.3,1406,0.4,84.0,10.9,8522,9.0,79.9,97300,48,7411,2.4,86.7,2.2,22.6,47596,20934,10.9,0,6001,129,1533,8097,50.7,381.73,2472,2414,1
1903,Walton,FL,0,Republican,0.0,1361,Democrat,44.9,0,Republican,0.0,0,Republican,0.0,6650,Republican,51.8,1515,Democrat,50.0,0,Republican,0.0,877,Republican,6.8,2403,Republican,18.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2548,Republican,19.9,0,0.0,0,0.0,61530,55043,11.8,5.4,20.2,18.7,49.1,89.4,5.9,0.9,1.1,0.2,2.5,6.1,84.2,6636,5.0,84.5,24.1,47807,27.0,73.3,159500,1076,22639,2.41,83.5,7.5,25.5,43640,25845,17.9,3126,0,2051,7050,13387,53.0,1037.63,2876,12478,0
1904,Kinney,TX,27,Republican,5.3,107,Democrat,30.8,0,Republican,0.0,0,Republican,0.0,189,Republican,37.1,211,Democrat,60.8,0,Republican,0.0,5,Republican,1.0,72,Republican,14.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,202,Republican,39.6,0,0.0,0,0.0,3526,3598,-2.0,4.5,19.1,25.3,43.9,94.4,1.8,1.2,0.6,0.2,1.7,56.5,40.6,497,15.3,68.9,14.6,1939,9.2,82.0,65800,1,1195,2.81,81.6,58.1,21.8,33257,16700,25.7,10,0,0,80,2430,2.6,1360.06,318,495,0
1905,Cleveland,NC,0,Republican,0.0,3104,Democrat,35.6,0,Republican,0.0,0,Republican,0.0,4668,Republican,44.7,4880,Democrat,55.9,0,Republican,0.0,749,Republican,7.2,531,Republican,5.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4252,Republican,40.8,0,0.0,0,0.0,97076,98078,-1.0,5.7,22.3,17.1,51.8,76.1,20.9,0.3,1.0,0.0,1.6,3.1,73.5,6802,2.4,82.0,16.3,43264,9.9,68.0,106100,128,37760,2.53,88.2,4.0,23.5,38989,20062,19.3,966,22297,12470,9287,9448,211.3,464.25,7984,10200,0
1906,Lincoln,WV,0,Republican,0.0,1510,Democrat,47.2,0,Republican,0.0,0,Republican,0.0,1193,Republican,82.3,1015,Democrat,31.7,0,Republican,0.0,61,Republican,4.2,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,115,Republican,7.9,0,0.0,0,0.0,21561,21720,-0.7,5.9,22.5,17.2,50.3,98.7,0.3,0.1,0.1,0.0,0.7,0.7,98.1,1771,0.2,73.9,8.2,9818,3.3,78.7,76700,11,8416,2.57,91.2,0.9,33.4,35487,18458,27.3,27,0,0,734,3309,49.7,437.04,2525,1369,1
1907,Tyler,TX,145,Republican,3.4,139,Democrat,22.8,0,Republican,0.0,0,Republican,0.0,1537,Republican,35.9,453,Democrat,74.3,0,Republican,0.0,90,Republican,2.1,346,Republican,8.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2032,Republican,47.5,0,0.0,0,0.0,21418,21766,-1.6,5.3,19.4,20.6,45.9,86.1,11.5,0.8,0.4,0.0,1.3,7.7,79.2,1909,1.8,82.8,11.8,10604,2.9,82.6,75100,1,8224,2.37,88.5,6.9,32.7,39940,19612,17.4,97,0,704,1149,5665,23.5,924.5,592,4150,0
1908,Ventura,CA,0,Republican,0.0,38523,Democrat,45.2,0,Republican,0.0,0,Republican,0.0,38493,Republican,74.5,45848,Democrat,53.8,0,Republican,0.0,6499,Republican,12.6,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4787,Republican,9.3,0,0.0,0,0.0,846178,823318,2.8,6.4,24.2,13.6,50.5,84.8,2.2,1.9,7.5,0.3,3.3,42.0,46.6,47834,22.8,82.8,31.4,284504,21.1,64.9,442200,1314,267076,3.06,86.5,37.8,24.6,76544,32930,11.1,14781,87690,0,110836,14036,446.7,1843.13,84371,49779,1
1909,Hill,MT,0,Republican,0.0,873,Democrat,46.4,0,Republican,0.0,0,Republican,0.0,1342,Republican,76.1,867,Democrat,46.1,0,Republican,0.0,110,Republican,6.2,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,121,Republican,6.9,0,0.0,0,0.0,16596,16096,3.1,8.5,27.0,14.1,49.6,72.7,0.6,22.7,0.6,0.1,3.4,3.3,70.9,1353,1.6,91.6,22.6,7217,16.7,67.8,122600,3,6139,2.58,88.0,6.2,14.5,43726,21376,18.9,238,0,1901,2311,14015,5.6,2898.96,1740,1573,1
1910,Jefferson,OH,0,Republican,0.0,3353,Democrat,42.3,0,Republican,0.0,0,Republican,0.0,5695,Republican,51.8,4328,Democrat,54.7,0,Republican,0.0,3176,Republican,28.9,316,Republican,2.9,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1494,Republican,13.6,0,0.0,0,0.0,67694,69709,-2.9,4.8,19.5,19.5,51.5,91.9,5.5,0.2,0.4,0.0,1.9,1.4,90.8,6720,1.1,89.0,14.7,32526,13.4,73.0,86400,21,28326,2.35,90.0,2.6,24.8,40577,22324,16.6,663,0,0,7214,10525,170.7,408.33,7681,10681,0
1911,Ben Hill,GA,209,Republican,11.4,179,Democrat,18.4,0,Republican,0.0,0,Republican,0.0,1020,Republican,55.9,779,Democrat,80.2,0,Republican,0.0,60,Republican,3.3,195,Republican,10.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,315,Republican,17.3,0,0.0,0,0.0,17464,17634,-1.0,7.7,25.4,15.4,52.5,61.8,35.5,0.6,0.8,0.0,1.3,6.3,56.5,1133,1.6,76.9,9.8,7893,13.9,64.4,79700,11,6110,2.83,87.2,3.2,16.9,28547,14204,38.1,200,0,0,2249,12693,70.5,250.12,958,1799,0
1912,Lexington,VA,30,Republican,5.5,250,Democrat,38.0,0,Republican,0.0,0,Republican,0.0,109,Republican,19.9,402,Democrat,61.1,0,Republican,0.0,109,Republican,19.9,242,Republican,44.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,50,Republican,9.1,0,0.0,0,0.0,7311,7042,3.9,3.7,12.3,14.1,44.4,84.6,9.6,0.3,3.2,0.1,2.2,3.8,81.1,320,5.2,78.3,41.7,2528,25.7,55.5,262700,8,1709,2.05,80.6,8.5,17.0,36505,14763,25.2,312,0,19,867,12564,2820.2,2.5,652,540,1
1913,Laurel,KY,0,Republican,0.0,791,Democrat,45.9,0,Republican,0.0,0,Republican,0.0,2313,Republican,46.8,845,Democrat,49.1,0,Republican,0.0,601,Republican,12.2,656,Republican,13.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1283,Republican,26.0,0,0.0,0,0.0,60015,58849,2.0,6.1,23.6,15.0,51.0,97.1,0.8,0.3,0.6,0.0,1.1,1.4,96.0,4121,1.2,74.9,12.6,25423,11.1,71.3,91300,1,22931,2.55,84.8,1.8,21.4,36570,19923,21.8,910,0,0,9147,15970,135.6,433.95,1636,4853,0
1914,Warrick,IN,0,Republican,0.0,3139,Democrat,54.0,0,Republican,0.0,0,Republican,0.0,7450,Republican,55.5,2677,Democrat,46.0,0,Republican,0.0,957,Republican,7.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4721,Republican,35.2,0,0.0,0,0.0,61149,59689,2.4,5.7,24.6,16.1,50.6,94.7,1.6,0.3,2.0,0.0,1.4,1.7,93.2,4677,2.5,92.4,27.2,24936,10.6,83.3,146300,304,22454,2.65,90.5,3.6,23.1,62351,29927,9.0,368,0,4123,3312,5794,155.1,384.82,5816,13128,0
1915,Lake,CO,0,Republican,0.0,165,Democrat,73.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,53,Democrat,23.5,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,0.0,0,0.0,7357,7310,0.6,6.5,23.1,11.0,46.7,93.9,0.7,2.6,0.6,0.1,2.2,37.8,59.2,516,15.0,86.8,28.1,4273,12.2,65.6,164400,0,3079,2.33,75.8,28.8,29.3,44610,25029,14.3,125,0,0,513,6540,19.4,376.91,218,0,1
1916,Fauquier,VA,897,Republican,6.6,2345,Democrat,44.7,0,Republican,0.0,0,Republican,0.0,4888,Republican,36.1,2860,Democrat,54.5,0,Republican,0.0,1225,Republican,9.0,3723,Republican,27.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2635,Republican,19.5,0,0.0,0,0.0,68248,65203,4.6,5.6,23.9,14.9,50.5,87.3,8.2,0.5,1.5,0.1,2.4,7.2,81.0,6424,5.8,91.4,33.2,26226,7.3,80.1,350600,267,23130,2.84,90.5,8.5,39.2,88409,39600,5.6,1043,1596,0,8530,12845,100.7,647.45,5205,13368,0
1917,Saginaw,MI,0,Republican,0.0,9619,Democrat,43.0,0,Republican,0.0,0,Republican,0.0,9106,Republican,39.2,12348,Democrat,55.2,0,Republican,0.0,4404,Republican,19.0,2067,Republican,8.9,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,6536,Republican,28.1,0,0.0,0,0.0,195012,200169,-2.6,5.8,22.0,17.3,51.5,76.6,19.4,0.5,1.3,0.1,2.1,8.1,70.0,15153,2.3,87.0,19.1,86783,16.6,72.7,97800,214,77412,2.5,86.1,5.1,21.6,42331,22349,19.2,3372,46048,10708,25342,12546,250.2,800.11,21967,22113,0
1918,Nye,NV,83,Republican,4.8,65,Democrat,40.6,0,Republican,0.0,0,Republican,0.0,980,Republican,56.5,94,Democrat,58.8,0,Republican,0.0,24,Republican,1.4,220,Republican,12.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,408,Republican,23.5,0,0.0,0,0.0,42282,43946,-3.8,4.3,18.0,27.9,49.5,90.1,2.7,2.0,1.8,0.5,3.0,14.4,77.5,7469,8.0,83.3,12.3,21783,6.7,70.9,112600,0,18046,2.38,82.3,11.3,26.5,39876,21838,18.9,881,0,0,3967,9004,2.4,18181.92,159,1715,0
1919,Walker,GA,971,Republican,9.7,867,Democrat,45.5,0,Republican,0.0,0,Republican,0.0,4208,Republican,42.2,1009,Democrat,53.0,0,Republican,0.0,414,Republican,4.1,2157,Republican,21.6,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2102,Republican,21.1,0,0.0,0,0.0,68218,68756,-0.8,5.5,22.7,16.6,50.7,93.0,4.5,0.3,0.5,0.1,1.5,2.0,91.3,5925,1.1,79.1,14.0,30098,8.9,72.6,104700,84,26191,2.57,83.8,2.4,25.9,39963,20865,16.7,253,20605,0,3442,5332,154.0,446.38,1876,9852,0
1920,Greene,AR,376,Republican,6.3,585,Democrat,31.0,0,Republican,0.0,0,Republican,0.0,2103,Republican,35.1,1236,Democrat,65.5,0,Republican,0.0,206,Republican,3.4,1318,Republican,22.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1709,Republican,28.5,0,0.0,0,0.0,43694,42090,3.8,6.6,24.6,15.0,50.8,96.9,0.9,0.5,0.3,0.0,1.4,2.7,94.5,3801,1.1,82.8,14.7,18439,15.1,63.3,99100,193,16603,2.53,81.6,2.5,20.4,38413,19652,17.1,376,14340,0,3730,9257,72.9,577.7,1821,5712,0
1921,Karnes,TX,41,Republican,3.4,476,Democrat,35.0,0,Republican,0.0,0,Republican,0.0,348,Republican,28.7,719,Democrat,52.8,0,Republican,0.0,16,Republican,1.3,134,Republican,11.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,647,Republican,53.4,0,0.0,0,0.0,14906,14824,0.6,5.8,21.2,14.5,41.7,89.0,8.7,1.1,0.4,0.0,0.8,52.5,38.5,1196,5.7,70.8,11.2,5813,9.5,72.3,75000,78,4497,2.54,83.0,34.7,21.7,42862,19899,23.3,86,0,406,1018,6766,19.8,747.56,1195,1186,1
